# Serializing assets/vocabularies/places/latest/places.ttl
# @context: {"@vocab": "http://publications.europa.eu/ontology/authority/", "dct": "http://purl.org/dc/elements/1.1/", "skos": "http://www.w3.org/2004/02/skos/core#", "owl": "http://www.w3.org/2002/07/owl#", "key": {"@id": "op-code"}, "valid_from": "start.use", "valid_until": "end.use", "url": "@id", "op_code": {"@id": "op-code"}, "country_code": {"@id": "dct:identifier"}, "version_info": "owl:versionInfo", "deprecated": {}, "label_en": {"@id": "skos:prefLabel", "@language": "en"}, "label_it": {"@id": "skos:prefLabel", "@language": "it"}}
# url: http://publications.europa.eu/resource/authority/place
# title: Place
# version: 20210929-0
# description: Place
key,url,deprecated,valid_from,country_code,label_en,label_it,valid_until
BEL_AAS,http://publications.europa.eu/resource/authority/place/BEL_AAS,false,1951-01-01,BEL_AAS,Aarschot,Aarschot,
BEL_AEJ,http://publications.europa.eu/resource/authority/place/BEL_AEJ,false,1951-01-01,BEL_AEJ,Arendonk,Arendonk,
BEL_AES,http://publications.europa.eu/resource/authority/place/BEL_AES,false,1951-01-01,BEL_AES,Asse,Asse,
BEL_AND,http://publications.europa.eu/resource/authority/place/BEL_AND,false,1951-01-01,BEL_AND,Andenne,,
BEL_ANL,http://publications.europa.eu/resource/authority/place/BEL_ANL,false,1951-01-01,BEL_ANL,Anderlecht,,
BEL_ANR,http://publications.europa.eu/resource/authority/place/BEL_ANR,false,1951-01-01,BEL_ANR,Antwerp,Anversa,
BEL_ARL,http://publications.europa.eu/resource/authority/place/BEL_ARL,false,1951-01-01,BEL_ARL,Arlon,Arlon,
BEL_ATH,http://publications.europa.eu/resource/authority/place/BEL_ATH,false,1951-01-01,BEL_ATH,Ath,Ath,
BEL_BCI,http://publications.europa.eu/resource/authority/place/BEL_BCI,false,1951-01-01,BEL_BCI,Binche,,
BEL_BEA,http://publications.europa.eu/resource/authority/place/BEL_BEA,false,1951-01-01,BEL_BEA,Beaumont,Beaumont,
BEL_BEV,http://publications.europa.eu/resource/authority/place/BEL_BEV,false,1951-01-01,BEL_BEV,Beveren,Beveren,
BEL_BGS,http://publications.europa.eu/resource/authority/place/BEL_BGS,false,1951-01-01,BEL_BGS,Bruges,Bruges,
BEL_BLA,http://publications.europa.eu/resource/authority/place/BEL_BLA,false,1951-01-01,BEL_BLA,Braine l'Alleud,Braine l’Alleud,
BEL_BLZ,http://publications.europa.eu/resource/authority/place/BEL_BLZ,false,1951-01-01,BEL_BLZ,Bilzen,,
BEL_BOG,http://publications.europa.eu/resource/authority/place/BEL_BOG,false,1951-01-01,BEL_BOG,Borgloon,Borgloon,
BEL_BOM,http://publications.europa.eu/resource/authority/place/BEL_BOM,false,1951-01-01,BEL_BOM,Boom,Boom,
BEL_BRA,http://publications.europa.eu/resource/authority/place/BEL_BRA,false,1951-01-01,BEL_BRA,Brasschaat,Brasschaat,
BEL_BRE,http://publications.europa.eu/resource/authority/place/BEL_BRE,false,1951-01-01,BEL_BRE,Bree,Bree,
BEL_BRU,http://publications.europa.eu/resource/authority/place/BEL_BRU,false,1951-01-01,BEL_BRU,Brussels,Bruxelles,
BEL_BSG,http://publications.europa.eu/resource/authority/place/BEL_BSG,false,1951-01-01,BEL_BSG,Bastogne,Bastogne,
BEL_CHA,http://publications.europa.eu/resource/authority/place/BEL_CHA,false,1951-01-01,BEL_CHA,Châtelet,Châtelet,
BEL_CNY,http://publications.europa.eu/resource/authority/place/BEL_CNY,false,1951-01-01,BEL_CNY,Ciney,Ciney,
BEL_CRA,http://publications.europa.eu/resource/authority/place/BEL_CRA,false,1951-01-01,BEL_CRA,Cheratte,Cheratte,
BEL_CRL,http://publications.europa.eu/resource/authority/place/BEL_CRL,false,1951-01-01,BEL_CRL,Charleroi,Charleroi,
BEL_DDR,http://publications.europa.eu/resource/authority/place/BEL_DDR,false,1951-01-01,BEL_DDR,Dendermonde,Dendermonde,
BEL_DEZ,http://publications.europa.eu/resource/authority/place/BEL_DEZ,false,1951-01-01,BEL_DEZ,Deinze,Deinze,
BEL_DIA,http://publications.europa.eu/resource/authority/place/BEL_DIA,false,1951-01-01,BEL_DIA,Dinant,Dinant,
BEL_DIE,http://publications.europa.eu/resource/authority/place/BEL_DIE,false,1951-01-01,BEL_DIE,Diest,Diest,
BEL_DIK,http://publications.europa.eu/resource/authority/place/BEL_DIK,false,1951-01-01,BEL_DIK,Diksmuide,Diksmuide,
BEL_DOU,http://publications.europa.eu/resource/authority/place/BEL_DOU,false,1951-01-01,BEL_DOU,Dour,Dour,
